subscription_id,customer_id,plan_type,plan_mrr,subscription_start,subscription_end,churn_date,churn_reason,is_churned,renewal_count,last_renewal_date,discount_pct,contract_type
SUB_00004678,VP_C_00004378,Growth,4165.83,2024-10-18,,,,False,2,2024-12-17,5,Annual
SUB_00004679,VP_C_00004379,Starter,1665.83,2025-09-17,,,,False,1,2025-10-17,0,Annual
SUB_00004680,VP_C_00004380,Starter,1999.0,2025-07-21,,,,False,9,2026-04-17,0,Monthly
SUB_00004681,VP_C_00004381,Growth,4999.0,2023-05-05,,,,False,36,2026-04-19,0,Monthly
SUB_00004682,VP_C_00004382,Growth,4999.0,2025-05-13,,,,False,11,2026-04-08,20,Monthly
SUB_00004683,VP_C_00004383,Enterprise,12999.0,2024-01-18,2025-07-29,2025-07-29,Switched to competitor,True,18,2025-07-11,5,Monthly
SUB_00004684,VP_C_00004383,Growth,4999.0,2025-08-28,,,,False,2,2025-09-27,20,Monthly
SUB_00004685,VP_C_00004384,Growth,4999.0,2025-08-18,,,,False,8,2026-04-15,0,Monthly
SUB_00004686,VP_C_00004385,Growth,4999.0,2024-09-24,2024-12-01,2024-12-01,,True,2,2024-11-23,10,Monthly
SUB_00004687,VP_C_00004386,Starter,1999.0,2023-04-16,2023-11-09,2023-11-09,Settlement delays,True,6,2023-10-13,25,Monthly
SUB_00004688,VP_C_00004387,Starter,1999.0,2023-01-30,2023-08-11,2023-08-11,Product missing features,True,6,2023-07-29,0,Monthly
SUB_00004689,VP_C_00004388,Growth,4165.83,2023-08-18,,,,False,3,2023-11-16,0,Annual
SUB_00004690,VP_C_00004389,Growth,4165.83,2023-02-18,,,,False,4,2023-06-18,0,Annual
SUB_00004691,VP_C_00004390,Starter,1665.83,2025-04-25,,,,False,1,2025-05-25,0,Annual
SUB_00004692,VP_C_00004391,Enterprise,10832.5,2023-01-11,,,,False,4,2023-05-11,5,Annual
SUB_00004693,VP_C_00004392,Starter,1665.83,2023-05-23,,,,False,3,2023-08-21,20,Annual
SUB_00004694,VP_C_00004393,Starter,1999.0,2023-04-18,2023-09-01,2023-09-01,Too expensive,True,4,2023-08-16,0,Monthly
SUB_00004695,VP_C_00004394,Enterprise,12999.0,2023-11-27,2025-05-16,2025-05-16,Better deal elsewhere,True,17,2025-04-20,15,Monthly
SUB_00004696,VP_C_00004395,Starter,1665.83,2025-06-01,,,,False,1,2025-07-01,0,Annual
SUB_00004697,VP_C_00004396,Growth,4165.83,2024-12-05,,,,False,2,2025-02-03,25,Annual
SUB_00004698,VP_C_00004397,Growth,4999.0,2025-01-11,2025-05-05,2025-05-05,Poor customer support,True,3,2025-04-11,25,Monthly
SUB_00004699,VP_C_00004398,Growth,4165.83,2024-03-22,,,,False,3,2024-06-20,5,Annual
SUB_00004700,VP_C_00004399,Growth,4999.0,2023-08-20,2024-11-06,2024-11-06,Too expensive,True,14,2024-10-13,10,Monthly
SUB_00004701,VP_C_00004400,Enterprise,12999.0,2023-06-24,2025-02-23,2025-02-23,Product missing features,True,20,2025-02-13,15,Monthly
SUB_00004702,VP_C_00004401,Enterprise,12999.0,2023-04-01,,,,False,37,2026-04-15,0,Monthly
SUB_00004703,VP_C_00004402,Growth,4165.83,2023-07-15,2025-07-29,2025-07-29,Integration issues,True,2,2023-09-13,15,Annual
SUB_00004704,VP_C_00004403,Enterprise,12999.0,2025-01-11,,,,False,15,2026-04-06,0,Monthly
SUB_00004705,VP_C_00004404,Starter,1999.0,2025-07-12,2025-10-06,2025-10-06,Better deal elsewhere,True,2,2025-09-10,5,Monthly
SUB_00004706,VP_C_00004405,Enterprise,10832.5,2025-04-11,,,,False,1,2025-05-11,25,Annual
SUB_00004707,VP_C_00004406,Growth,4165.83,2024-01-13,,,,False,3,2024-04-12,0,Annual
SUB_00004708,VP_C_00004407,Enterprise,12999.0,2025-04-15,,,,False,12,2026-04-10,0,Monthly
SUB_00004709,VP_C_00004408,Starter,1999.0,2025-07-13,,,,False,9,2026-04-09,10,Monthly
SUB_00004710,VP_C_00004409,Starter,1999.0,2024-07-04,2025-06-27,2025-06-27,Product missing features,True,11,2025-05-30,15,Monthly
SUB_00004711,VP_C_00004409,Starter,1665.83,2025-08-12,,,,False,6,2025-09-11,20,Annual
SUB_00004712,VP_C_00004410,Growth,4999.0,2023-01-06,2024-05-25,2024-05-25,Switched to competitor,True,16,2024-04-30,10,Monthly
SUB_00004713,VP_C_00004411,Growth,4999.0,2025-08-14,2025-09-09,2025-09-09,Better deal elsewhere,True,0,,5,Monthly
SUB_00004714,VP_C_00004412,Starter,1665.83,2024-12-05,,,,False,2,2025-02-03,10,Annual
SUB_00004715,VP_C_00004413,Growth,4165.83,2025-06-07,,,,False,1,2025-07-07,0,Annual
SUB_00004716,VP_C_00004414,Starter,1999.0,2023-02-23,,,,False,38,2026-04-08,20,Monthly
SUB_00004717,VP_C_00004415,Growth,4999.0,2023-09-23,2025-01-06,2025-01-06,,True,15,2024-12-16,15,Monthly
SUB_00004718,VP_C_00004416,Starter,1999.0,2025-06-23,,,,False,10,2026-04-19,10,Monthly
SUB_00004719,VP_C_00004417,Starter,1999.0,2025-03-14,2025-09-23,2025-09-23,Settlement delays,True,6,2025-09-10,0,Monthly
SUB_00004720,VP_C_00004417,Growth,4165.83,2025-11-10,,,,False,2,2025-12-10,10,Annual
SUB_00004721,VP_C_00004418,Starter,1999.0,2023-02-14,2024-04-15,2024-04-15,Poor customer support,True,14,2024-04-09,0,Monthly
SUB_00004722,VP_C_00004419,Starter,1999.0,2023-04-24,2025-03-05,2025-03-05,Better deal elsewhere,True,22,2025-02-12,0,Monthly
SUB_00004723,VP_C_00004420,Starter,1665.83,2023-02-19,2023-03-07,2023-03-07,Product missing features,True,0,,15,Annual
SUB_00004724,VP_C_00004421,Enterprise,12999.0,2025-08-27,2025-12-06,2025-12-06,Too expensive,True,3,2025-11-25,0,Monthly
SUB_00004725,VP_C_00004422,Enterprise,12999.0,2023-11-08,2024-09-15,2024-09-15,Business closed,True,10,2024-09-03,25,Monthly
SUB_00004726,VP_C_00004423,Starter,1999.0,2023-03-18,2025-09-17,2025-09-17,Business closed,True,30,2025-09-03,0,Monthly
SUB_00004727,VP_C_00004424,Growth,4999.0,2023-09-28,2024-09-29,2024-09-29,Integration issues,True,12,2024-09-22,15,Monthly
SUB_00004728,VP_C_00004425,Starter,1665.83,2023-12-04,,,,False,3,2024-03-03,0,Annual
SUB_00004729,VP_C_00004426,Growth,4165.83,2024-12-05,,,,False,2,2025-02-03,15,Annual
SUB_00004730,VP_C_00004427,Growth,4165.83,2024-09-19,,,,False,2,2024-11-18,15,Annual
SUB_00004731,VP_C_00004428,Growth,4999.0,2025-03-21,2025-09-02,2025-09-02,,True,5,2025-08-18,0,Monthly
SUB_00004732,VP_C_00004429,Starter,1665.83,2025-04-11,,,,False,1,2025-05-11,15,Annual
SUB_00004733,VP_C_00004430,Growth,4165.83,2024-01-24,2024-02-13,2024-02-13,,True,0,,5,Annual
SUB_00004734,VP_C_00004431,Enterprise,10832.5,2023-10-04,,,,False,3,2024-01-02,10,Annual
SUB_00004735,VP_C_00004432,Growth,4165.83,2024-12-16,,,,False,2,2025-02-14,5,Annual
SUB_00004736,VP_C_00004433,Growth,4999.0,2023-06-24,,,,False,34,2026-04-09,5,Monthly
SUB_00004737,VP_C_00004434,Starter,1999.0,2025-08-05,,,,False,8,2026-04-02,25,Monthly
SUB_00004738,VP_C_00004435,Growth,4165.83,2023-05-22,,,,False,3,2023-08-20,10,Annual
SUB_00004739,VP_C_00004436,Enterprise,10832.5,2024-08-20,,,,False,2,2024-10-19,15,Annual
SUB_00004740,VP_C_00004437,Enterprise,10832.5,2024-04-16,,,,False,2,2024-06-15,15,Annual
SUB_00004741,VP_C_00004438,Growth,4165.83,2023-05-03,,,,False,3,2023-08-01,0,Annual
SUB_00004742,VP_C_00004439,Growth,4999.0,2023-05-10,2024-05-25,2024-05-25,Business closed,True,12,2024-05-04,20,Monthly
SUB_00004743,VP_C_00004440,Growth,4165.83,2023-11-23,,,,False,3,2024-02-21,0,Annual
SUB_00004744,VP_C_00004441,Growth,4999.0,2025-06-01,,,,False,11,2026-04-27,0,Monthly
SUB_00004745,VP_C_00004442,Starter,1665.83,2023-06-01,,,,False,3,2023-08-30,25,Annual
SUB_00004746,VP_C_00004443,Enterprise,10832.5,2025-02-10,2025-03-01,2025-03-01,Integration issues,True,0,,20,Annual
SUB_00004747,VP_C_00004443,Growth,4165.83,2025-05-06,,,,False,3,2025-06-05,15,Annual
SUB_00004748,VP_C_00004444,Growth,4999.0,2024-08-21,2025-04-06,2025-04-06,Product missing features,True,7,2025-03-19,0,Monthly
SUB_00004749,VP_C_00004445,Growth,4165.83,2025-06-28,,,,False,1,2025-07-28,0,Annual
SUB_00004750,VP_C_00004446,Growth,4165.83,2025-05-20,,,,False,1,2025-06-19,20,Annual
SUB_00004751,VP_C_00004447,Starter,1999.0,2025-09-16,2025-11-29,2025-11-29,Integration issues,True,2,2025-11-15,20,Monthly
SUB_00004752,VP_C_00004448,Starter,1999.0,2025-07-05,,,,False,9,2026-04-01,10,Monthly
SUB_00004753,VP_C_00004449,Growth,4999.0,2024-02-28,2024-03-07,2024-03-07,Business closed,True,0,,15,Monthly
SUB_00004754,VP_C_00004449,Enterprise,12999.0,2024-06-01,,,,False,6,2024-07-01,10,Monthly
SUB_00004755,VP_C_00004450,Enterprise,10832.5,2024-10-14,,,,False,2,2024-12-13,15,Annual
SUB_00004756,VP_C_00004451,Enterprise,12999.0,2024-04-02,2026-03-31,2026-03-31,Poor customer support,True,24,2026-03-23,20,Monthly
SUB_00004757,VP_C_00004452,Starter,1999.0,2024-11-15,2025-03-03,2025-03-03,Better deal elsewhere,True,3,2025-02-13,20,Monthly
SUB_00004758,VP_C_00004453,Starter,1999.0,2023-05-06,,,,False,36,2026-04-20,0,Monthly
SUB_00004759,VP_C_00004454,Growth,4165.83,2024-06-18,,,,False,2,2024-08-17,10,Annual
SUB_00004760,VP_C_00004455,Starter,1999.0,2024-06-24,2025-11-21,2025-11-21,,True,17,2025-11-16,15,Monthly
SUB_00004761,VP_C_00004456,Growth,4165.83,2023-09-04,,,,False,3,2023-12-03,0,Annual
SUB_00004762,VP_C_00004457,Growth,4999.0,2024-08-14,2025-08-29,2025-08-29,,True,12,2025-08-09,0,Monthly
SUB_00004763,VP_C_00004458,Growth,4999.0,2024-05-04,2025-04-08,2025-04-08,Better deal elsewhere,True,11,2025-03-30,25,Monthly
SUB_00004764,VP_C_00004459,Starter,1665.83,2024-11-08,,,,False,2,2025-01-07,0,Annual
SUB_00004765,VP_C_00004460,Growth,4165.83,2024-05-16,,,,False,2,2024-07-15,0,Annual
SUB_00004766,VP_C_00004461,Enterprise,10832.5,2025-09-26,,,,False,1,2025-10-26,0,Annual
SUB_00004767,VP_C_00004462,Enterprise,10832.5,2023-10-15,2024-11-03,2024-11-03,Better deal elsewhere,True,1,2023-11-14,20,Annual
SUB_00004768,VP_C_00004463,Growth,4165.83,2023-11-26,,,,False,3,2024-02-24,20,Annual
SUB_00004769,VP_C_00004464,Growth,4999.0,2025-03-02,2025-12-21,2025-12-21,Switched to competitor,True,9,2025-11-27,20,Monthly
SUB_00004770,VP_C_00004465,Growth,4999.0,2025-01-18,2025-12-11,2025-12-11,,True,10,2025-11-14,0,Monthly
SUB_00004771,VP_C_00004466,Enterprise,12999.0,2024-05-09,2024-06-06,2024-06-06,Integration issues,True,0,,0,Monthly
SUB_00004772,VP_C_00004467,Growth,4165.83,2023-08-20,,,,False,3,2023-11-18,20,Annual
SUB_00004773,VP_C_00004468,Starter,1999.0,2023-04-05,2023-05-01,2023-05-01,,True,0,,25,Monthly
SUB_00004774,VP_C_00004469,Starter,1665.83,2023-09-28,,,,False,3,2023-12-27,20,Annual
SUB_00004775,VP_C_00004470,Growth,4999.0,2025-02-23,2025-06-30,2025-06-30,Better deal elsewhere,True,4,2025-06-23,5,Monthly
SUB_00004776,VP_C_00004471,Growth,4999.0,2023-10-31,2025-09-18,2025-09-18,,True,22,2025-08-21,10,Monthly
SUB_00004777,VP_C_00004472,Enterprise,12999.0,2024-12-29,,,,False,16,2026-04-23,0,Monthly
SUB_00004778,VP_C_00004473,Growth,4999.0,2023-03-26,2025-01-27,2025-01-27,Integration issues,True,22,2025-01-14,10,Monthly
SUB_00004779,VP_C_00004474,Enterprise,12999.0,2023-12-28,2025-11-05,2025-11-05,,True,22,2025-10-18,0,Monthly
SUB_00004780,VP_C_00004474,Growth,4165.83,2026-01-14,,,,False,2,2026-02-13,15,Annual
SUB_00004781,VP_C_00004475,Enterprise,10832.5,2024-07-25,,,,False,2,2024-09-23,10,Annual
SUB_00004782,VP_C_00004476,Starter,1999.0,2025-05-05,2026-02-26,2026-02-26,Better deal elsewhere,True,9,2026-01-30,25,Monthly
SUB_00004783,VP_C_00004477,Growth,4165.83,2025-06-12,,,,False,1,2025-07-12,0,Annual
SUB_00004784,VP_C_00004478,Growth,4165.83,2023-09-06,,,,False,3,2023-12-05,15,Annual
SUB_00004785,VP_C_00004479,Enterprise,12999.0,2024-11-06,,,,False,17,2026-03-31,25,Monthly
SUB_00004786,VP_C_00004480,Growth,4999.0,2024-10-24,,,,False,18,2026-04-17,5,Monthly
SUB_00004787,VP_C_00004481,Starter,1999.0,2025-01-22,,,,False,15,2026-04-17,5,Monthly
SUB_00004788,VP_C_00004482,Starter,1999.0,2025-05-26,,,,False,11,2026-04-21,0,Monthly
SUB_00004789,VP_C_00004483,Enterprise,10832.5,2023-07-30,,,,False,3,2023-10-28,0,Annual
SUB_00004790,VP_C_00004484,Starter,1665.83,2024-12-12,,,,False,2,2025-02-10,0,Annual
SUB_00004791,VP_C_00004485,Growth,4999.0,2023-03-21,2023-07-27,2023-07-27,Settlement delays,True,4,2023-07-19,25,Monthly
SUB_00004792,VP_C_00004486,Starter,1999.0,2023-03-18,2024-08-20,2024-08-20,Settlement delays,True,17,2024-08-09,0,Monthly
SUB_00004793,VP_C_00004487,Growth,4165.83,2025-09-22,,,,False,1,2025-10-22,10,Annual
SUB_00004794,VP_C_00004488,Growth,4999.0,2024-05-21,2024-10-13,2024-10-13,,True,4,2024-09-18,15,Monthly
SUB_00004795,VP_C_00004488,Starter,1665.83,2024-12-05,,,,False,3,2025-01-04,15,Annual
SUB_00004796,VP_C_00004489,Enterprise,10832.5,2023-03-03,,,,False,4,2023-07-01,0,Annual
SUB_00004797,VP_C_00004490,Growth,4165.83,2023-08-06,,,,False,3,2023-11-04,10,Annual
SUB_00004798,VP_C_00004491,Starter,1999.0,2023-01-14,2023-02-11,2023-02-11,,True,0,,25,Monthly
SUB_00004799,VP_C_00004492,Growth,4999.0,2024-11-17,2026-03-27,2026-03-27,Switched to competitor,True,16,2026-03-12,10,Monthly
SUB_00004800,VP_C_00004493,Growth,4165.83,2023-08-10,,,,False,3,2023-11-08,10,Annual
SUB_00004801,VP_C_00004494,Growth,4165.83,2024-04-24,,,,False,2,2024-06-23,0,Annual
SUB_00004802,VP_C_00004495,Growth,4999.0,2025-04-18,,,,False,12,2026-04-13,20,Monthly
SUB_00004803,VP_C_00004496,Starter,1665.83,2024-01-30,2025-02-23,2025-02-23,,True,1,2024-02-29,0,Annual
SUB_00004804,VP_C_00004497,Growth,4999.0,2023-07-12,2024-09-24,2024-09-24,Product missing features,True,14,2024-09-04,25,Monthly
SUB_00004805,VP_C_00004498,Growth,4165.83,2024-05-14,,,,False,2,2024-07-13,10,Annual
SUB_00004806,VP_C_00004499,Starter,1999.0,2023-04-18,2023-10-03,2023-10-03,Integration issues,True,5,2023-09-15,15,Monthly
SUB_00004807,VP_C_00004500,Growth,4165.83,2023-12-15,,,,False,3,2024-03-14,20,Annual
SUB_00004808,VP_C_00004501,Growth,4165.83,2023-08-02,,,,False,3,2023-10-31,0,Annual
SUB_00004809,VP_C_00004502,Growth,4999.0,2025-04-13,2025-10-01,2025-10-01,Too expensive,True,5,2025-09-10,0,Monthly
SUB_00004810,VP_C_00004503,Enterprise,10832.5,2024-08-27,,,,False,2,2024-10-26,10,Annual
SUB_00004811,VP_C_00004504,Growth,4999.0,2025-02-18,2025-09-12,2025-09-12,,True,6,2025-08-17,25,Monthly
SUB_00004812,VP_C_00004504,Enterprise,12999.0,2025-10-15,,,,False,1,2025-11-14,10,Monthly
SUB_00004813,VP_C_00004505,Growth,4165.83,2024-06-24,,,,False,2,2024-08-23,10,Annual
SUB_00004814,VP_C_00004506,Growth,4165.83,2024-06-10,,,,False,2,2024-08-09,25,Annual
SUB_00004815,VP_C_00004507,Growth,4165.83,2025-05-29,,,,False,1,2025-06-28,0,Annual
SUB_00004816,VP_C_00004508,Starter,1665.83,2023-11-17,,,,False,3,2024-02-15,10,Annual
SUB_00004817,VP_C_00004509,Starter,1665.83,2025-02-17,,,,False,2,2025-04-18,0,Annual
SUB_00004818,VP_C_00004510,Growth,4165.83,2025-08-25,,,,False,1,2025-09-24,0,Annual
SUB_00004819,VP_C_00004511,Growth,4999.0,2023-11-16,2024-08-07,2024-08-07,Too expensive,True,8,2024-07-13,0,Monthly
SUB_00004820,VP_C_00004512,Enterprise,12999.0,2024-12-26,,,,False,16,2026-04-20,0,Monthly
SUB_00004821,VP_C_00004513,Enterprise,10832.5,2024-04-09,2025-04-21,2025-04-21,Poor customer support,True,1,2024-05-09,20,Annual
SUB_00004822,VP_C_00004514,Growth,4165.83,2024-11-02,,,,False,2,2025-01-01,0,Annual
SUB_00004823,VP_C_00004515,Growth,4165.83,2023-06-07,,,,False,3,2023-09-05,0,Annual
SUB_00004824,VP_C_00004516,Enterprise,12999.0,2025-05-18,2025-08-11,2025-08-11,Better deal elsewhere,True,2,2025-07-17,0,Monthly
SUB_00004825,VP_C_00004517,Growth,4165.83,2024-05-31,,,,False,2,2024-07-30,15,Annual
SUB_00004826,VP_C_00004518,Growth,4165.83,2023-04-19,,,,False,3,2023-07-18,25,Annual
SUB_00004827,VP_C_00004519,Enterprise,12999.0,2025-07-25,2025-08-22,2025-08-22,,True,0,,25,Monthly
SUB_00004828,VP_C_00004520,Growth,4165.83,2023-05-14,,,,False,3,2023-08-12,0,Annual
SUB_00004829,VP_C_00004521,Growth,4165.83,2023-08-13,,,,False,3,2023-11-11,5,Annual
SUB_00004830,VP_C_00004522,Growth,4165.83,2025-07-27,,,,False,1,2025-08-26,0,Annual
SUB_00004831,VP_C_00004523,Growth,4999.0,2024-01-08,2025-02-26,2025-02-26,Poor customer support,True,13,2025-02-01,15,Monthly
SUB_00004832,VP_C_00004524,Enterprise,12999.0,2024-01-30,2025-08-14,2025-08-14,Switched to competitor,True,18,2025-07-23,10,Monthly
SUB_00004833,VP_C_00004525,Growth,4165.83,2025-09-25,,,,False,1,2025-10-25,20,Annual
SUB_00004834,VP_C_00004526,Enterprise,10832.5,2024-04-08,,,,False,2,2024-06-07,25,Annual
SUB_00004835,VP_C_00004527,Growth,4999.0,2025-06-07,,,,False,10,2026-04-03,0,Monthly
SUB_00004836,VP_C_00004528,Growth,4999.0,2024-09-27,2026-02-24,2026-02-24,Poor customer support,True,17,2026-02-19,10,Monthly
SUB_00004837,VP_C_00004529,Enterprise,12999.0,2024-06-09,2025-01-29,2025-01-29,,True,7,2025-01-05,0,Monthly
SUB_00004838,VP_C_00004530,Growth,4999.0,2023-07-27,2024-02-29,2024-02-29,Product missing features,True,7,2024-02-22,10,Monthly
SUB_00004839,VP_C_00004531,Growth,4999.0,2025-03-09,,,,False,13,2026-04-03,0,Monthly
SUB_00004840,VP_C_00004532,Enterprise,10832.5,2024-02-14,,,,False,3,2024-05-14,15,Annual
SUB_00004841,VP_C_00004533,Enterprise,12999.0,2023-07-12,2024-04-27,2024-04-27,Too expensive,True,9,2024-04-07,0,Monthly
SUB_00004842,VP_C_00004534,Growth,4999.0,2023-03-12,2024-03-23,2024-03-23,Switched to competitor,True,12,2024-03-06,25,Monthly
SUB_00004843,VP_C_00004535,Growth,4999.0,2023-10-12,,,,False,31,2026-04-29,15,Monthly
SUB_00004844,VP_C_00004536,Starter,1665.83,2024-03-09,,,,False,3,2024-06-07,0,Annual
SUB_00004845,VP_C_00004537,Enterprise,10832.5,2023-06-18,,,,False,3,2023-09-16,10,Annual
SUB_00004846,VP_C_00004538,Growth,4165.83,2024-12-03,,,,False,2,2025-02-01,0,Annual
SUB_00004847,VP_C_00004539,Growth,4165.83,2023-11-11,,,,False,3,2024-02-09,0,Annual
SUB_00004848,VP_C_00004540,Starter,1999.0,2025-09-01,2025-11-11,2025-11-11,Integration issues,True,2,2025-10-31,0,Monthly
SUB_00004849,VP_C_00004541,Growth,4999.0,2025-06-09,,,,False,10,2026-04-05,25,Monthly
SUB_00004850,VP_C_00004542,Starter,1999.0,2024-08-14,2025-01-22,2025-01-22,Settlement delays,True,5,2025-01-11,25,Monthly
SUB_00004851,VP_C_00004543,Growth,4999.0,2024-10-25,,,,False,18,2026-04-18,5,Monthly
SUB_00004852,VP_C_00004544,Growth,4165.83,2023-04-15,,,,False,3,2023-07-14,0,Annual
SUB_00004853,VP_C_00004545,Enterprise,12999.0,2023-05-31,2026-03-31,2026-03-31,Product missing features,True,34,2026-03-16,20,Monthly
SUB_00004854,VP_C_00004546,Growth,4165.83,2024-04-17,,,,False,2,2024-06-16,0,Annual
SUB_00004855,VP_C_00004547,Starter,1665.83,2025-06-16,,,,False,1,2025-07-16,0,Annual
SUB_00004856,VP_C_00004548,Starter,1999.0,2023-04-20,2025-06-27,2025-06-27,,True,26,2025-06-08,15,Monthly
SUB_00004857,VP_C_00004548,Starter,1665.83,2025-08-16,,,,False,4,2025-09-15,0,Annual
SUB_00004858,VP_C_00004549,Growth,4165.83,2025-02-01,,,,False,2,2025-04-02,5,Annual
SUB_00004859,VP_C_00004550,Enterprise,10832.5,2023-04-23,2023-05-13,2023-05-13,Poor customer support,True,0,,15,Annual
SUB_00004860,VP_C_00004551,Growth,4165.83,2023-09-04,,,,False,3,2023-12-03,15,Annual
SUB_00004861,VP_C_00004552,Growth,4999.0,2023-01-17,,,,False,39,2026-04-01,5,Monthly
SUB_00004862,VP_C_00004553,Growth,4999.0,2025-07-04,,,,False,9,2026-03-31,0,Monthly
SUB_00004863,VP_C_00004554,Growth,4165.83,2024-04-16,,,,False,2,2024-06-15,0,Annual
SUB_00004864,VP_C_00004555,Growth,4999.0,2023-07-11,2024-01-21,2024-01-21,Too expensive,True,6,2024-01-07,25,Monthly
SUB_00004865,VP_C_00004556,Growth,4165.83,2023-10-01,2025-10-05,2025-10-05,Switched to competitor,True,2,2023-11-30,20,Annual
SUB_00004866,VP_C_00004557,Growth,4999.0,2023-01-30,2023-08-26,2023-08-26,Settlement delays,True,6,2023-07-29,25,Monthly
SUB_00004867,VP_C_00004558,Starter,1665.83,2024-05-02,,,,False,2,2024-07-01,0,Annual
SUB_00004868,VP_C_00004559,Enterprise,10832.5,2024-11-08,,,,False,2,2025-01-07,25,Annual
SUB_00004869,VP_C_00004560,Growth,4999.0,2024-06-27,2025-07-20,2025-07-20,Integration issues,True,12,2025-06-22,20,Monthly
SUB_00004870,VP_C_00004561,Growth,4999.0,2024-04-08,2024-06-04,2024-06-04,Integration issues,True,1,2024-05-08,5,Monthly
SUB_00004871,VP_C_00004562,Starter,1999.0,2023-12-27,2024-03-14,2024-03-14,Product missing features,True,2,2024-02-25,15,Monthly
SUB_00004872,VP_C_00004563,Enterprise,10832.5,2023-09-29,,,,False,3,2023-12-28,10,Annual
SUB_00004873,VP_C_00004564,Starter,1665.83,2023-05-02,,,,False,3,2023-07-31,10,Annual
SUB_00004874,VP_C_00004565,Starter,1999.0,2025-08-07,,,,False,8,2026-04-04,20,Monthly
SUB_00004875,VP_C_00004566,Growth,4165.83,2024-07-17,,,,False,2,2024-09-15,20,Annual
SUB_00004876,VP_C_00004567,Enterprise,12999.0,2023-03-28,2025-02-23,2025-02-23,Settlement delays,True,23,2025-02-15,5,Monthly
SUB_00004877,VP_C_00004567,Starter,1999.0,2025-04-08,,,,False,2,2025-05-08,15,Monthly
SUB_00004878,VP_C_00004568,Enterprise,10832.5,2023-12-29,,,,False,3,2024-03-28,0,Annual
SUB_00004879,VP_C_00004569,Starter,1999.0,2024-03-17,2024-10-06,2024-10-06,Settlement delays,True,6,2024-09-13,20,Monthly
SUB_00004880,VP_C_00004570,Starter,1665.83,2023-08-06,,,,False,3,2023-11-04,15,Annual
SUB_00004881,VP_C_00004571,Growth,4999.0,2023-06-04,2026-02-01,2026-02-01,Product missing features,True,32,2026-01-19,15,Monthly
SUB_00004882,VP_C_00004572,Enterprise,10832.5,2024-02-11,,,,False,3,2024-05-11,10,Annual
SUB_00004883,VP_C_00004573,Growth,4165.83,2024-05-29,,,,False,2,2024-07-28,25,Annual
SUB_00004884,VP_C_00004574,Growth,4999.0,2024-03-17,2025-02-05,2025-02-05,Too expensive,True,10,2025-01-11,0,Monthly
SUB_00004885,VP_C_00004575,Growth,4999.0,2024-06-04,2025-12-03,2025-12-03,,True,18,2025-11-26,5,Monthly
SUB_00004886,VP_C_00004576,Enterprise,12999.0,2023-12-08,2024-02-12,2024-02-12,Integration issues,True,2,2024-02-06,10,Monthly
SUB_00004887,VP_C_00004577,Growth,4999.0,2023-02-24,2023-04-02,2023-04-02,Too expensive,True,1,2023-03-26,25,Monthly
SUB_00004888,VP_C_00004578,Enterprise,12999.0,2024-03-27,2025-08-12,2025-08-12,Better deal elsewhere,True,16,2025-07-20,0,Monthly
SUB_00004889,VP_C_00004578,Starter,1999.0,2025-10-18,,,,False,5,2025-11-17,0,Monthly
SUB_00004890,VP_C_00004579,Enterprise,12999.0,2023-10-07,,,,False,31,2026-04-24,25,Monthly
SUB_00004891,VP_C_00004580,Starter,1999.0,2024-01-14,2024-03-03,2024-03-03,,True,1,2024-02-13,5,Monthly
SUB_00004892,VP_C_00004581,Growth,4999.0,2023-04-11,2023-09-18,2023-09-18,Better deal elsewhere,True,5,2023-09-08,5,Monthly
SUB_00004893,VP_C_00004582,Growth,4999.0,2023-02-20,2025-06-20,2025-06-20,Poor customer support,True,28,2025-06-09,5,Monthly
SUB_00004894,VP_C_00004583,Growth,4999.0,2024-10-26,2025-12-26,2025-12-26,Poor customer support,True,14,2025-12-20,5,Monthly
SUB_00004895,VP_C_00004584,Enterprise,12999.0,2024-01-27,2024-08-18,2024-08-18,Settlement delays,True,6,2024-07-25,0,Monthly
SUB_00004896,VP_C_00004585,Enterprise,12999.0,2025-01-19,,,,False,15,2026-04-14,15,Monthly
SUB_00004897,VP_C_00004586,Starter,1999.0,2025-08-08,,,,False,8,2026-04-05,5,Monthly
SUB_00004898,VP_C_00004587,Growth,4999.0,2024-03-08,2025-04-30,2025-04-30,Integration issues,True,13,2025-04-02,0,Monthly
SUB_00004899,VP_C_00004588,Growth,4165.83,2023-07-18,,,,False,3,2023-10-16,20,Annual
SUB_00004900,VP_C_00004589,Growth,4165.83,2023-10-29,,,,False,3,2024-01-27,20,Annual
SUB_00004901,VP_C_00004590,Growth,4999.0,2023-07-13,2023-12-08,2023-12-08,Poor customer support,True,4,2023-11-10,15,Monthly
SUB_00004902,VP_C_00004591,Enterprise,10832.5,2024-02-17,,,,False,3,2024-05-17,15,Annual
SUB_00004903,VP_C_00004592,Starter,1665.83,2023-06-30,,,,False,3,2023-09-28,0,Annual
SUB_00004904,VP_C_00004593,Growth,4999.0,2024-08-31,2024-10-12,2024-10-12,Poor customer support,True,1,2024-09-30,15,Monthly
SUB_00004905,VP_C_00004594,Starter,1999.0,2023-10-10,2025-03-15,2025-03-15,Better deal elsewhere,True,17,2025-03-03,15,Monthly
SUB_00004906,VP_C_00004595,Enterprise,10832.5,2024-06-26,2025-07-08,2025-07-08,,True,1,2024-07-26,5,Annual
